0,1,2
"relationship,mind",The battle you are going through is not fueled by the words or actions of others; it is fueled by the mind that gives it importance.,"['admirers', 'annoyance', 'attention', 'attention-seekers', 'attitude', 'battles', 'betrayal', 'blaming-others', 'chains', 'choices', 'comparison', 'competition', 'conflict', 'contributing', 'decisions', 'difficutl-people', 'drama', 'family', 'family-issues', 'feelings', 'fights', 'fixated', 'focus', 'friendships', 'fuel', 'games', 'gossip', 'gossipers', 'halt', 'hating', 'hurtful-words', 'importance', 'important', 'inattention', 'insecure-people', 'interference', 'internalizing', 'jealousy', 'lies', 'marriage-issues', 'memories', 'men', 'mind', 'negative-people', 'negativity', 'new-beginnings', 'old-stories', 'pain', 'parenting', 'past-problems', 'problems', 'problems-in-life', 'relationships', 'self-awareness', 'self-realization', 'self-reflection', 'sensitivity', 'stalkers', 'stuck', 'stunted', 'the-future', 'the-mind', 'the-past', 'the-present', 'toxic-people', 'trapped', 'women ']"
"love,inspiration,mind","Looking at beauty in the world, is the first step of purifying the mind.","['beauty', 'beauty-in-nature', 'inspirational', 'love', 'meditation', 'mind', 'mindfulness', 'nature', 'nature-s-beauty', 'pure-awareness', 'purifying', 'relaxation ']"
"life,wisdom,truth,poetry,relationship,romance,mind","My heartbeat is a pulse, and it pumps out sonic vibrations that resonate with her mind as she lays her head on my chest. Listen silently and you can hear the frequency of love.","['chest', 'cuddle', 'cuddling', 'frequency', 'head', 'hear', 'heart', 'heart-beat', 'heartbeat', 'life', 'listen', 'mind', 'poetic', 'poetry', 'pulse', 'relationships', 'resonate', 'romance', 'romantic', 'silent', 'snuggle', 'snuggling', 'sonic', 'sonic-vibrations', 'truth', 'vibrate', 'vibrations', 'wisdom', 'word-junkies', 'xazaqazax ']"
"love,life,wisdom,truth,death,relationship,romance,mind","I can’t use my intellect to figure out how to bypass my intellect. Love lies through the spirit, not the mind, and love never lies.","['brain', 'clever', 'death', 'eternal', 'genius', 'humanity', 'immortal', 'intellect', 'lie', 'lies', 'life', 'love', 'love-quote', 'love-quotes', 'man', 'mind', 'relationships', 'romance', 'romantic', 'spirit', 'spiritual', 'think', 'thinking', 'truth', 'wisdom', 'wise', 'word-junkies', 'xazaqazax ']"
mind,The energy of the mind is the essence of life.,"['energy', 'essence', 'life-lessons', 'mind ']"
mind,"The mind can go in a thousand directions, but on this beautiful path, I walk in peace. With each step, the wind blows. With each step, a flower blooms.","['beauty', 'meditation', 'mind', 'peace', 'step ']"
mind,"I mean, I have the feeling that something in my mind is poisoning everything else.","['lolita', 'mind', 'poison', 'poisoning', 'vladimir-nabokov ']"
mind,"Most people believe the mind to be a mirror, more or less accurately reflecting the world outside them, not realizing on the contrary that the mind is itself the principal element of creation.","['mind', 'reality ']"
"wisdom,mind","Those who dream by day are cognizant of many things which escape those who dream only by night. In their gray visions they obtain glimpses of eternity, and thrill, in waking, to find that they have been upon the verge of the great secret. In snatches, they learn something of the wisdom which is of good, and more of the mere knowledge which is of evil.","['dream', 'eternity', 'mind', 'mystery', 'wisdom ']"
mind,It is the power of the mind to be unconquerable.,"['consicousness', 'dissociation', 'mind', 'stoicism', 'transcendence', 'zen ']"
"love,mind",I do my best thinking at night when everyone else is sleeping. No interruptions. No noise. I like the feeling of being awake when no one else is.,"['happy', 'love', 'mind', 'peace', 'relaxation', 'sleep', 'thoughts ']"
"mind,education","A man's mind may be likened to a garden, which may be intelligently cultivated or allowed to run wild; but whether cultivated or neglected, it must, and will, bring forth. If no useful seeds are put into it, then an abundance of useless weed seeds will fall therein, and will continue to produce their kind.","['choice', 'education', 'mind', 'thought ']"
mind,"To know a man's library is, in some measure, to know a man's mind.","['attitude', 'insight', 'mind', 'reading', 'tastes ']"
"mind,soul","A tattoo is a true poetic creation, and is always more than meets the eye. As a tattoo is grounded on living skin, so its essence emotes a poignancy unique to the mortal human condition.","['art', 'body', 'confidence', 'creation', 'creative', 'emotion', 'human', 'mind', 'mortal', 'poetic', 'skin', 'soul', 'tattoo', 'unique ']"
"life,humor,relationship,mind","Losing your mind is preferable to losing your woman, because if you lose your woman you will also lose your mind, and then you’re left with nothing.","['humor', 'insane', 'insanity', 'life', 'lose-your-mind', 'loss', 'mind', 'nothing', 'relationships', 'sanity', 'woman', 'word-junkies ']"
"life,mind",A heart has problems which mind cannot understand.,"['heart', 'life', 'mind', 'problems ']"
mind,All problems are illusions of the mind.,"['illusion', 'mind', 'problem ']"
"mind,education,books","When I am king they shall not have bread and shelter only, but also teachings out of books, for a full belly is little worth where the mind is starved.","['books', 'education', 'mind', 'reading ']"
"life,wisdom,quotes,mind","Mathematics expresses values that reflect the cosmos, including orderliness, balance, harmony, logic, and abstract beauty.","['abstract', 'balance', 'beauty', 'cosmos', 'deepak-chopra', 'energy', 'harmony', 'life', 'logic', 'math', 'mathematics', 'mind', 'mirrror', 'order', 'orderliness', 'peace', 'quote', 'quotes', 'reflaction', 'reflect', 'universal', 'universe', 'value', 'values', 'wisdom ']"
"love,wisdom,knowledge,mind,soul,positive","Life is like a game of chess.To win you have to make a move.Knowing which move to make comes with IN-SIGHTand knowledge, and by learning the lessons that areacculated along the way.We become each and every piece within the game called life!","['anxiety', 'art-of-dying', 'art-of-living', 'depression', 'enlightenment', 'hang-man', 'know-thyself', 'knowing', 'knowing-oneself', 'knowledge', 'knowledge-education', 'knowledge-of-self', 'knowledge-teaching', 'love', 'master', 'master-key', 'master-of-love', 'masters', 'mastery', 'mind', 'mind-body-spirit', 'mind-power', 'personal-development', 'personal-growth', 'positive-attitude', 'positive-mindset', 'positive-motivation', 'positive-outlook', 'positive-quotes', 'positive-thinking', 'positive-thoughts', 'power-of-love', 'power-of-thoughts', 'power-of-words', 'powerful-story', 'quote', 'sacred', 'sacred-teachings', 'sacred-wisdom', 'sage', 'sage-advice', 'self-esteem', 'self-help-book', 'self-improvement', 'self-improvement-book', 'soul', 'soul-searching', 'spirit', 'spiritual-development', 'spiritual-growth', 'spiritual-wisdom', 'spiritualism', 'suicidal-thoughts', 'suicide', 'teachings', 'unconditional-acceptance', 'unconditional-love', 'wisdom', 'wise-man ']"
"life,love,wisdom,relationship,romance,mind","You can use your mouth to speak the words I love you, or you can use your mouth to kiss me and transport love from your mind to my heart.","['communicate', 'communication', 'heart', 'instagram', 'instagram-quote', 'instagram-quotes', 'instaquote', 'kiss', 'kissing', 'life', 'life-quotes', 'love', 'mind', 'mouth', 'relationships', 'romance', 'romantic', 'speak', 'speaking', 'transport', 'wisdom', 'wise', 'word-junkies', 'words ']"
"life,love,humor,relationship,mind","I mined my mind, and I found no love. My heart is where excavation yields gold, and if you dig me as much as I dig you, we can both get rich.","['clever', 'dig', 'gold', 'heart', 'humor', 'life', 'love', 'mind', 'mine', 'relationships', 'rich', 'word-junkies', 'word-play', 'yield ']"
mind,"To understand the immeasurable, the mind must be extraordinarily quiet, still.","['meditation', 'mind', 'peace ']"
mind,Where to look if you've lost your mind?,"['crazy', 'insanity', 'mind', 'sanity ']"
mind,The mind of man is capable of anything.,"['apocalypse-now', 'man', 'mind ']"
"wisdom,mind","The first peace, which is the most important, is that which comes within the souls of people when they realize their relationship, their oneness with the universe and all its powers, and when they realize at the center of the universe dwells the Great Spirit, and that its center is really everywhere, it is within each of us.","['body', 'mind', 'peace', 'spirit', 'spirituality', 'wisdom ']"
mind,"Never worry alone. When anxiety grabs my mind, it is self-perpetuating. Worrisome thoughts reproduce faster than rabbits, so one of the most powerful ways to stop the spiral of worry is simply to disclose my worry to a friend... The simple act of reassurance from another human being [becomes] a tool of the Spirit to cast out fear -- because peace and fear are both contagious.","['doubt', 'fear', 'friendship', 'holy-spirit', 'humanity', 'mind', 'peace', 'spirituality', 'thinking', 'worry ']"
mind,القلب يعرف أكثر مما يتصور العقل,"['heart', 'mind ']"
"poetry,mind",Pity me that the heart is slow to learnWhat the swift mind beholds at every turn.,"['heart', 'mind', 'poetry', 'reason ']"
mind,"It is foolish to wish for beauty. Sensible people never either desire it for themselves or care about it in others. If the mind be but well cultivated, and the heart well disposed, no one ever cares for the exterior.","['beauty', 'mind', 'real', 'what-is-on-the-inside ']"
mind,The face is a picture of the mind with the eyes as its interpreter.,"['eyes', 'face', 'interpreter', 'mind', 'picture ']"
"education,mind",A man will be imprisoned in a room with a door that's unlocked and opens inwards; as long as it does not occur to him to pull rather than push.,"['education', 'mind', 'social-anxiety ']"
mind,The only way for you to keep your mind straight is to run from those who would confuse you.,"['confuse', 'mind', 'run', 'straight ']"
mind,Everything that is really great and inspiring is created by the individual who can labor in freedom.,['mind ']
"life,truth,mind","Even as your body betrays you, your mind denies it.","['betrayal', 'body', 'denial', 'life', 'mind', 'truth ']"
mind,"You must read, you must persevere, you must sit up nights, you must inquire, and exert the utmost power of your mind. If one way does not lead to the desired meaning, take another; if obstacles arise, then still another; until, if your strength holds out, you will find that clear which at first looked dark.","['boccaccio', 'clarity', 'mind', 'power', 'read ']"
"life,poetry,mind","I haven’t been very impressed lately.By people,or places,or the way someone said he loved me and then slowly changed his mind.","['alone', 'breaking-up', 'change', 'charlotte-eriksson', 'growing-up', 'heart-break', 'impressed', 'life', 'love', 'mind', 'moving-on', 'people', 'places', 'poetry', 'prose', 'the-glass-child', 'youth ']"
mind,"Open your eyes, train your ears, use your head. If a mind you have, then use it while you can.",['mind ']
mind,Insanity is often the logic of an accurate mind overtasked,"['insanity', 'logic', 'mind ']"
"life,relationship,mind",She moves through my memory the way the gentle river waves turn the setting sun's rays into a nostalgic light show.,"['life', 'light', 'light-show', 'lights', 'lit-on-literature', 'memory', 'mind', 'movement', 'moves', 'nostalgia', 'relationships', 'river', 'setting-sun', 'sky', 'sun', 'sun-s-rays', 'sunset', 'water', 'waves', 'word-junkies ']"
mind,Live to learn to love. Learn to love to live. Love to live to learn so that you may live the life that you yearn.,"['awakening', 'awareness', 'body', 'conciousness', 'edifiy', 'mind', 'spirit', 'thought ']"
"purpose,mind",There can be no disparity in marriage like unsuitability of mind and purpose.,"['disparity', 'marriage', 'matches', 'matrimony', 'mind', 'purpose', 'suitability', 'unhappiness ']"
mind,A good traveller is one who knows how to travel with the mind.,"['ascetic', 'astral-projection', 'contemplation', 'creativity', 'dreams', 'escape', 'journey', 'meditation', 'mind', 'thoughts', 'travel ']"
mind,Nonsense is that which does not fit into the prearranged patterns which we have superimposed on reality...Nonsense is nonsense only when we have not yet found that point of view from which it makes sense.,"['belief', 'mind', 'new_age', 'nonsense', 'perception', 'physics ']"
mind,"Sweet are the thoughts that savour of content, The quiet mind is richer than a crown...","['mind', 'peace', 'quiet ']"
mind,I am not the moon orbiting around your planet; I am the sun that will burn through your frozen mind.,"['adversity', 'alliance', 'attitude', 'burn', 'callings', 'change', 'choices', 'confidence', 'destinations', 'ego', 'evolution', 'freedom', 'friendship', 'humility', 'journeys', 'leadership', 'learning', 'lessons', 'life-coach', 'life-learned', 'light', 'listening', 'mind', 'mindset', 'my-calling', 'my-purpose', 'not-about-you', 'offering-hope', 'paranoid', 'paths', 'perspective', 'positive-attitude', 'reaching-out', 'reading-into-things', 'realization', 'sensitive-people', 'sharing-pain', 'spiritual-growth', 'staying-positive', 'stayingpositiveu-com', 'storms', 'sun', 'taking-things-personally', 'teaching', 'travels', 'trying-to-help', 'understanding', 'understanding-you', 'wake-up-call', 'wellness', 'wide-awake', 'wisdom', 'wounded-warriors ']"
"life,quotes,funny,mind","People won't buy study guides for a dollar, but they will pay 100 dollars for test answers. A ‪#startup‬‬‬‬ should keep this mentality in mind.","['answers', 'business', 'clever', 'comedy', 'common-sense', 'entrepreneur', 'entrepreneurial', 'facts', 'funny', 'human-nature', 'life', 'mind', 'quotes', 'start-up', 'startup', 'startups', 'study-guides', 'test', 'word-junkies ']"
mind,"I'm an insomniac, my mind works the night shift.","['brain', 'insomnia', 'mind', 'non-stop', 'sleep', 'sleepless ']"
"wisdom,knowledge,soul,mind,positive","Life is like a sandwich!Birth as one slice,and death as the other.What you put in-between the slices is up to you.Is your sandwich tasty or sour?Allan Rufus.org","['anxiety', 'art-of-dying', 'art-of-living', 'depression', 'enlightenment', 'hang-man', 'know-thyself', 'knowing', 'knowing-oneself', 'knowledge', 'knowledge-education', 'knowledge-of-self', 'knowledge-teaching', 'love', 'master', 'master-key', 'master-of-love', 'masters', 'mastery', 'mind', 'mind-body-spirit', 'mind-power', 'personal-development', 'personal-growth', 'positive-attitude', 'positive-mindset', 'positive-motivation', 'positive-outlook', 'positive-quotes', 'positive-thinking', 'positive-thoughts', 'power-of-love', 'power-of-thoughts', 'power-of-words', 'powerful-story', 'quote', 'sacred', 'sacred-teachings', 'sacred-wisdom', 'sage', 'sage-advice', 'self-esteem', 'self-help-book', 'self-improvement', 'self-improvement-book', 'soul', 'soul-searching', 'spirit', 'spiritual-development', 'spiritual-growth', 'spiritual-wisdom', 'spiritualism', 'suicidal-thoughts', 'suicide', 'teachings', 'unconditional-acceptance', 'unconditional-love', 'wisdom', 'wise-man ']"
"truth,mind",Don't change your mind just because people are offended; change your mind if you're wrong.,"['appeasers', 'change', 'determination', 'honesty', 'mind', 'offense', 'opinion', 'perseverance', 'right', 'truth', 'wrong ']"
mind,"Do you see the story? Do you see anything? It seems to me I am trying to tell you a dream--making a vain attempt, because no relation of a dream can convey the dream-sensation, that commingling of absurdity, surprise, and bewilderment in a tremor of struggling revolt, that notion of being captured by the incredible which is the very essence of dreams...","['dreams', 'mind', 'storytelling ']"
"mind,soul","Yoga means addition - addition of energy, strength and beauty to body, mind and soul.","['beauty', 'beauty-in-life', 'body', 'energy', 'mind', 'soul', 'strength', 'yoga', 'yoga-inspiration', 'yoga-poses', 'yoga-postures', 'yoga-practice ']"
"mind,positive","Mind is a flexible mirror, adjust it, to see a better world.","['a-better-world', 'life-lessons', 'life-philosophy', 'mind', 'mind-power', 'mindfulness', 'mindset', 'positive-thinking', 'positivity ']"
mind,Lose your mind and come to your senses.,"['inspirational', 'mind', 'senses ']"
mind,"Not thinking about anything is Zen. Once you know this, walking, sitting, or lying down, everything you do is Zen.","['buddhism', 'enlightenment', 'mind', 'zen ']"
"funny,mind","I was going to change my clothes, but I changed my mind instead.","['clothes', 'funny', 'humor', 'mind ']"
mind,The very idea of making shoes by hand boggled her mind.,"['alchemist', 'avatar', 'awoke', 'boggled', 'book', 'fma', 'full', 'hand', 'idea', 'making', 'metal', 'mind', 'naruto', 'one', 'shoes', 'tally', 'uglies', 'ugly ']"
mind,"You're wrong. The mind is not like raindrops. It does not fall from the skies, it does not lose itself among other things. If you believe in me at all, then believe this: I promise you I will find it. Everything depends on this.""""I believe you,""she whispers after a moment. ""Please find my mind.","['believe', 'love', 'mind ']"
mind,"Sometimes, being true to yourself means changing your mind. Self changes, and you follow.","['change', 'changing', 'growing', 'growth', 'mind', 'self', 'true', 'true-to-yourself ']"
mind,"How would your life be different if...You were conscious about the food you ate, the people you surround yourself with, and the media you watch, listen to, or read? Let today be the day...You pay attention to what you feed your mind, your body, and your life. Create a nourishing environment conducive to your growth and well-being today.","['body', 'conscious', 'food', 'growth', 'inspirational', 'life', 'media', 'mind', 'motivational', 'nourishment', 'people', 'well-being ']"
mind,"The only freedom you truly have is in your mind, so use it.","['creating', 'duh', 'freedom', 'mind', 'quote', 'smart', 'thinking ']"
"relationship,mind",I will never claim to know what you are thinking. I only hope I am on your mind.,"['longing', 'love', 'love-quotes-and-sayings', 'mind', 'relationships', 'think', 'thinking', 'word-junkies ']"
mind,"Books open your mind, broaden your mind, and strengthen you as nothing else can.","['broaden', 'mind', 'open', 'open-mind', 'strength', 'strengthen ']"
mind,There are some things your mind has been hiding from you.,"['hiding', 'mind ']"
"philosophy,knowledge,mind",My heart knows what my mind only think it knows.,"['heart', 'knowledge', 'mind', 'philosophy ']"
mind,"He shrugs. ""Doesn't help to waste my time thinking about would've-beens.""Laila whispers, ""He says to the girl with a mind full of them.","['choices', 'mind', 'time', 'what-if', 'would-ve-been ']"
mind,"Yet there are moments when the walls of the mind grow thin; when nothing is unabsorbed, and I could fancy that we might blow so vast a bubble that the sun might set and rise in it and we might take the blue of midday and the black of midnight and be cast off and escape from here and now.","['escape', 'inspirational', 'life', 'mind ']"
mind,Your mind can be either your prison or your palace. What you make it is yours to decide,"['inspirational', 'mind', 'thought-provoking ']"
mind,The heart has its reasons but the mind makes the excuses.,"['excuses', 'heart', 'love', 'mind', 'reasons ']"
mind,"The most fruitful and natural exercise for our minds is, in my opinion, conversation.","['conversation', 'mind ']"
"wisdom,mind,science","Ignorance is hardly unusual, Miss Davar. The longer I live, the more I come to realize that it is the natural state of the human mind. There are many who will strive to defend its sanctity and then expect you to be impressed with their efforts.","['human-mind', 'ignorance', 'mind', 'religion-and-science', 'religion-vs-science', 'science', 'science-and-religion', 'science-vs-religion', 'wisdom ']"
mind,"When the mind is exhausted of images, it invents its own.","['buddhism', 'dharma', 'gary', 'mind', 'snyder', 'zen ']"
mind,There is nothing more important to true growth than realizing that you are not the voice of the mind - you are the one who hears it.,"['growth', 'mind', 'spiritual', 'voice ']"
mind,Eyes can only capture objects that already seen in mind.And mind can only see things that already written in heart.,"['capture', 'eyes', 'heart', 'mind', 'see', 'written ']"
mind,"It is more than probable that I am not understood; but I fear, indeed, that it is in no manner possible to convey to the mind of the merely general reader, an adequate idea of that nervous intensity of interest with which, in my case, the powers of meditation (not to speak technically) busied and buried themselves, in the contemplation of even the most ordinary objects of the universe.","['contemplation', 'meditation', 'mind', 'understanding ']"
mind,The decision to empty my mind was a no-brainer.,"['brain', 'decision', 'decisive', 'empty', 'mind', 'think', 'thinking', 'thought', 'thoughtless', 'thoughtlessness ']"
"god,purpose,mind","She has man's brain--a brain that a man should have were he much gifted--and woman's heart. The good God fashioned her for a purpose, believe me when He made that so good combination.","['brain', 'brains', 'combination', 'gifted', 'giftedness', 'god', 'heart', 'intelligence', 'man', 'mankind', 'mind', 'purpose', 'woman', 'women ']"
mind,"Thinking of the stars night after night I begin to realize 'The stars are words' and all the innumerable worlds in the Milky Way are words, and so is this world too. And I realize that no matter where I am, whether in a little room full of thought, or in this endless universe of stars and mountains, it’s all in my mind.","['mind', 'words ']"
"philosophy,mind",Absurdity is the ecstasy of intellectualism.,"['absurd', 'absurdity', 'art', 'artist', 'ecstasy', 'experiment', 'experimentation', 'insane', 'insanity', 'intellectual', 'intellectualism', 'intelligence', 'madness', 'mind', 'out-of-my-mind', 'outrageous', 'philosophy', 'theory', 'thinking', 'thought', 'too-much ']"
mind,"When we feel, a kind of lyric is sung in our heart. When we think, a kind of music is played in our mind. In harmony, both create a beautiful symphony of life.","['beautiful', 'harmony', 'heart', 'inspirational', 'instument', 'life', 'mind', 'music', 'sing', 'song', 'symphony ']"
mind,Sorry... my mind was wandering... one time it went all the way to Venus and ordered a meal I couldn’t pay for.,"['humor', 'mind', 'venus ']"
"truth,mind","If it ever occurs to people to value the honour of the mind equally with the honour of the body, we shall get a social revolution of a quite unparalleled sort.","['body', 'honour', 'integrity', 'mind', 'social-norms', 'truth', 'values ']"
"faith,god,mind","We tend to be preoccupied by our problems when we have a heightened sense of vulnerability and a diminished sense of power. Today, see each problem as an invitation to prayer.","['faith', 'god', 'mind', 'power', 'prayer', 'problems', 'spirituality', 'worry ']"
mind,Create with the heart; build with the mind.,"['artist', 'building', 'construction', 'creativity', 'development', 'drawing', 'feeling', 'heart', 'mind', 'musician', 'originality', 'painting', 'poet', 'productivity', 'thinking ']"
"mind,science","Nothing is so dangerous to the progress of the human mind than to assume that our views of science are ultimate, that there are no mysteries in nature, that our triumphs are complete and that there are no new worlds to conquer.","['exploration', 'mind', 'science ']"
mind,"There are two types of seeds in the mind: those that create anger, fear, frustration, jealousy, hatred and those that create love, compassion, equanimity and joy. Spirituality is germination and sprouting of the second group and transforming the first group.","['anger', 'anger-management', 'compassion', 'compassion-wisdom', 'equanimity', 'fear', 'fearlessness', 'fermenting', 'germination', 'joy', 'mind', 'mindfulness', 'mindfulness-practice', 'spiritual-growth', 'spiritual-quotes', 'spirituality', 'sprouting ']"
mind,"There is nothing so disobedient as an undisciplined mind, and there is nothing so obedient as a disciplined mind.","['buddha', 'mind ']"
mind,"Most of us go through each day looking for what we saw yesterday And, not surprisingly, that is what we find.","['mind', 'perception', 'reality ']"
"god,knowledge,mind",The mind of God is a mystery and none can understand it.,"['god', 'knowledge', 'life', 'mind', 'mysteries ']"
"poetry,mind",I felt a Cleaving in my Mind—As if my Brain had split—I tried to match it—Seam by Seam—But could not make it fit.,"['mind', 'poetry ']"
"relationship,mind","I saw someone who so closely resembled you that my heart started beating like a hummingbird's wings, and my mind flew back to where we were when we were we’re.","['beating', 'beautiful', 'beauty', 'bird', 'birds', 'flight', 'fly', 'heart', 'heartbeat', 'hummingbird', 'life', 'lit-on-literature', 'memories', 'memory', 'mind', 'nostalgia', 'nostalgic', 'relationships', 'resemblance', 'resemble', 'vision', 'wing', 'wings', 'word-junkies ']"
mind,The mind knows only what lies near the heart.,"['heart', 'mind ']"
mind,An active mind cannot exist in an inactive body.,"['body', 'mind ']"
mind,Lahat ng mga salitang yan may dating sa'yo. Sabi kasi ng isip mo.,"['assumptions', 'impact', 'mind', 'words ']"
mind,"‎If heart filled with purity,then mind found the beauty.","['beauty', 'heart', 'mind', 'purity ']"
"quotes,mind,success",Stuff your brain with knowledge.,"['brain', 'chanel', 'designer', 'educational', 'karl-lagerfeld', 'knownledge', 'life', 'mind', 'quotes', 'stuff', 'success', 'wisdom ']"
