0,1,2
faith,"Have you ever noticed that when your mind is awakened or drawn to someone new, that person's name suddenly pops up everywhere you go? My friend Sophie calls it coincidence, and Mr. Simpless, my parson friend, calls it Grace. He thinks that if one cares deeply about someone or something new one throws a kind of energy out into the world, and ""fruitfulness""is drawn in.","['faith', 'fate ']"
"god,faith",It's our faith that activates the power of God.,"['faith', 'god', 'joel-osteen', 'miracle', 'power ']"
faith,"Faith is a place of mystery, where we find the courage to believe in what we cannot see and the strength to let go of our fear of uncertainty.",['faith ']
"love,truth,faith,religion",The most confused you will ever get is when you try to convince your heart and spirit of something your mind knows is a lie.,"['acceptance', 'actions', 'beliefs', 'common-sense', 'confusion', 'disbelief', 'evidence', 'faith', 'family', 'hoping', 'life-purpose', 'love', 'mixed-signals', 'obvious', 'outrage', 'proof', 'reality', 'religion', 'sorrow', 'timing', 'truth', 'unrequited-love ']"
faith,Having faith in God did not mean sitting back and doing nothing. It meant believing you would find success if you did your best honestly and energetically.,['faith ']
faith,"Faith, in the sense in which I am here using the word, is the art of holding on to things your reason has once accepted, in spite of your changing moods.","['faith', 'reason ']"
"faith,purpose,positive","Realize that if a door closed, it’s because what was behind it wasn’t meant for you.","['closed-door', 'destiny', 'everything-happens-for-a-reason', 'faith', 'meant-to-be', 'new-beginnings', 'open-doors', 'opportunity', 'positive-thinking', 'purpose', 'the-end', 'trust', 'trusting-the-journey ']"
faith,Faith is belief in what you cannot see or prove or touch. Faith is walking face-first and full-speed into the dark.,['faith ']
faith,"Faith can be very very dangerous, and deliberately to implant it into the vulnerable mind of an innocent child is a grievous wrong.","['atheist', 'child', 'faith', 'parental-love', 'parenthood', 'parents ']"
"faith,success",Persistence. Perfection. Patience. Power. Prioritize your passion. It keeps you sane.,"['ambition', 'business', 'career', 'commitment', 'determination', 'entrepreneur', 'faith', 'genius', 'hobbies', 'living', 'passion', 'patience', 'peace', 'perfection', 'perfectionist', 'perseverance', 'persistence', 'power', 'priorities', 'risk', 'sanity', 'strategy', 'strength', 'success ']"
"life,wisdom,faith,inspiration","Sorrow looks back, Worry looks around, Faith looks up","['faith', 'inspiration', 'life', 'sorrow', 'wisdom', 'worry ']"
"philosophy,faith,inspiration",A bridge of silver wings stretches from the dead ashes of an unforgiving nightmareto the jeweled vision of a life started anew.,"['angel-poetry', 'bridges', 'faith', 'famous-quotes', 'famous-quotes-from-classic-books', 'healing', 'inspiration', 'inspiring-quotes', 'metaphysics', 'new-beginnings', 'new-year', 'perseverance', 'philosophy', 'poem-in-your-pocket-day', 'quotes-by-aberjhani', 're-birth', 'rebirth', 'recovery', 'resurrection', 'spirituality', 'starting-over', 'visions ']"
faith,You have as much laughter as you have faith.,"['faith', 'laughter ']"
"faith,god,purpose","When faith replaces doubt, when selfless service eliminates selfish striving, the power of God brings to pass His purposes.","['faith', 'god', 'purpose', 'selfless-service ']"
faith,"Prejudice, a dirty word, and faith, a clean one, have something in common: they both begin where reason ends.","['faith', 'prejudice', 'reason ']"
faith,It is difficult to make a man miserable while he feels worthy of himself and claims kindred to the great God who made him.,"['faith', 'self-worth', 'serenity ']"
faith,"when we are powerless to do a thing, it is a great joy that we can come and step inside the ability of Jesus","['christian', 'faith', 'joy ']"
faith,"If you live gladly to make others glad in God, your life will be hard, your risks will be high, and your joy will be full.",['faith ']
faith,"You are never dedicated to something you have complete confidence in. No one is fanatically shouting that the sun is going to rise tomorrow. They know it's going to rise tomorrow. When people are fanatically dedicated to political or religious faiths or any other kinds of dogmas or goals, it's always because these dogmas or goals are in doubt.","['dedication', 'doubt', 'faith ']"
"faith,god,religion","When every hope is gone, 'when helpers fail and comforts flee,' I find that help arrives somehow, from I know not where. Supplication, worship, prayer are no superstition; they are acts more real than the acts of eating, drinking, sitting or walking. It is no exaggeration to say that they alone are real, all else is unreal.","['faith', 'gandhi', 'god', 'mohandas', 'prayer', 'religion', 'religious', 'worship ']"
"life,inspiration,faith","Good works is giving to the poor and the helpless, but divine works is showing them their worth to the One who matters.","['beautiful', 'christ-like', 'compassion', 'consideration', 'divine-love', 'divine-works', 'empathy', 'faith', 'giving', 'god-like', 'good-works', 'helping-others', 'inspirational', 'jesus', 'life', 'poor', 'sympathy', 'the-one', 'unconditional-love', 'value', 'works', 'worth ']"
"god,faith",And my God will supply all your needs according to His riches in glory in Christ Jesus.,"['bible', 'faith', 'god', 'jesus-christ ']"
"life,hope,faith",Perhaps it takes a purer faith to praise God for unrealized blessings than for those we once enjoyed or those we enjoy now.,"['faith', 'hope', 'life', 'thankfulness', 'virtue ']"
"love,inspiration,faith","And though I have the gift of prophecy, and understand all mysteries, and all knowledge; and though I have all faith, so that I could remove mountains, but have not love, I am nothing.","['1-corinthians-13', 'faith', 'inspirational', 'love', 'scripture ']"
faith,"True love is taking the risk that it won't be a happily-ever-after. True love is joining hands with the man who loves you for who you are, and saying, ""I'm not afraid to believe in you.","['faith', 'risk', 'true-love ']"
faith,"There lives more faith in honest doubt, believe me, than in half the creeds.",['faith ']
"love,faith","My father gave me the greatest gift anyone could give another person, he believed in me.","['believe', 'believe-in-yourself', 'believed', 'dad', 'faith', 'father', 'gift', 'love', 'parenting ']"
"faith,religion,education","I am afraid that the schools will prove the very gates of hell, unless they diligently labor in explaining the Holy Scriptures and engraving them in the heart of the youth.","['education', 'faith', 'religion', 'religion-in-schools', 'scripture', 'teaching ']"
"humor,faith,religion","Regardless of what I think about Islam or Wicca or any other religion, the fact is that it's a group of people. Every faith has its ceremonies. And since it's made up of people, every faith also has its assholes.","['faith', 'harry-dresden', 'humor', 'religion ']"
"faith,religion","Faith is not Desire. Faith is Will. Desires are things that need to be satisfied, whereas Will is a force. Will changes the space around us,...","['desire', 'faith', 'religion', 'will ']"
faith,"In order to have faith in his own path, he does not need to prove that someone else's path is wrong.","['faith', 'tolerance ']"
"philosophy,faith,death",You were born a child of light’s wonderful secret— you return to the beauty you have always been.,"['death', 'faith', 'healing', 'inner-peace', 'innocence', 'life-and-death', 'light', 'philosophy', 'poem-in-your-pocket-day', 'rebirth', 'recovery', 'resurrection', 'spirituality', 'victims-of-war', 'war', 'war-victims ']"
"love,philosophy,truth,god,faith","Beloved, let us love one another, because love is from God; everyone one who loves is born of God and knows God. Whoever does not love does not know God, for God is love.","['divinity', 'faith', 'god', 'love', 'philosophy', 'truth ']"
faith,It is not the strength of your faith but the object of your faith that actually saves you.,['faith ']
"wisdom,hope,faith,quotes,inspiration,success,positive,books",Don’t let mental blocks control you. Set yourself free. Confront your fear and turn the mental blocks into building blocks.,"['attitude', 'authors', 'books', 'coaching', 'competition', 'connect', 'counseling', 'courage', 'dare', 'daring', 'determination', 'dreams', 'failure', 'faith', 'famous', 'goals', 'hope', 'idea', 'inspiration', 'inspire', 'judge', 'leadership', 'life', 'love', 'motivation', 'motivator', 'never-give-up', 'passion', 'patience', 'peace', 'positive-thinking', 'promo', 'publishing', 'quotes', 'self-confidence', 'self-esteem', 'speaking', 'success', 'successful', 'triumph', 'trust', 'victory', 'willpower', 'wisdom', 'words', 'world', 'you-can-do-it ']"
faith,We live by faith and not by sight.,"['faith', 'live', 'sight ']"
"love,faith","Love is happiness, but only when you believe it will last forever. Even though every time it turns out to be a lie, it’s only faith that gives love its strength and its joy.","['among-his-own-kind', 'faith', 'love ']"
"faith,religion",To 'choose' dogma and faith over doubt and experience is to throw out the ripening vintage and to reach greedily for the Kool-Aid.,"['atheism', 'dogma', 'doubt', 'experience', 'faith', 'kool-aid', 'religion', 'scepticism ']"
"faith,god",Any faith that must be supported by the evidence of the senses is not real faith.,"['faith', 'god', 'tozer ']"
