0,1,2
arts,"I dug up some old John Buscema 'Conan' comics. Man, when Alfredo Alcala was inking, that was some of the most beautiful black and white comic art ever published. The stories are good, too, though early '70s comics based on Conan is a festival of sexist, racist stereotypes.","['Good', 'Beautiful', 'Black']"
arts,I think art is the only thing that's spiritual in the world. And I refuse to forced to believe in other people's interpretations of God. I don't think anybody should be. No one person can own the copyright to what God means.,"['God', 'Spiritual', 'Copyright']"
arts,"For thousands of years, human beings have been obsessed with beauty, truth, love, honor, altruism, courage, social relationships, art, and God. They all go together as subjective experiences, and it's a straw man to set God up as the delusion. If he is, then so is truth itself or beauty itself.","['Love', 'Beauty', 'Courage']"
arts,"When we look back at the Mayans or ancient Egypt, we look at their art.","['Egypt', 'Ancient']"
arts,Serious art has been the work of individual artists whose art has had nothing to do with style because they were not in the least connected with the style or the needs of the masses. Their work arose rather in defiance of their times.,"['Work', 'Style', 'Artists']"
arts,To so enter into it in nature and art that the enjoyed meanings of life may become a part of living is the attitude of aesthetic appreciation.,"['Life', 'Nature', 'Attitude']"
arts,Modesty: the gentle art of enhancing your charm by pretending not to be aware of it.,"['Modesty', 'Charm', 'Gentle']"
arts,"I think music is the greatest art form that exists, and I think people listen to music for different reasons, and it serves different purposes. Some of it is background music, and some of it is things that might affect a person's day, if not their life, or change an attitude. The best songs are the ones that make you feel something.","['Life', 'Change', 'Music']"
arts,"Listen to your inner-voice: Surround yourself with loving, nurturing people. Fall in love with your art and find yourself. Music is the great communicator.","['Love', 'Music', 'Great']"
"arts,hope","What thoughts are to the individual, art is to the community as a whole. That's where you reflect on who you are, who you hope to be, what you've gone through, and where you hope to go.","['Art', 'Community', 'Thoughts']"
arts,"I'm a people person, very approachable. I go out every night, tons of functions. I love all facets of this industry... Music, film, TV, books, art. I love being around creative people.","['Love', 'Music', 'Night']"
arts,"The art of life is to live in the present moment, and to make that moment as perfect as we can by the realization that we are the instruments and expression of God Himself.","['Life', 'God', 'Moment']"
arts,"Even in modern art, artists have used methods based on calculation, inasmuch as these elements, alongside those of a more personal and emotional nature, give balance and harmony to any work of art.","['Work', 'Nature', 'Balance']"
arts,Great art speaks a language which every intelligent person can understand. The people who call themselves modernists today speak a different language.,"['Great', 'Today', 'Language']"
arts,The momentous thing in human life is the art of winning the soul to good or evil.,"['Good', 'Life', 'Winning']"
arts,"Through art, you create your own world.",['Create']
arts,Every mind which has given itself to self-expression in art is aware of a directing agency outside its conscious control which it has agreed to label 'inspiration'.,"['Control', 'Outside', 'Conscious']"
arts,"There is a lot that horses and art share in common. I have found that most horse people are art lovers, and vice versa.","['Horse', 'Lovers', 'Found']"
arts,"Art is not necessary at all. All that is necessary to make this world a better place to live in is to love - to love as Christ loved, as Buddha loved.","['Love', 'Loved', 'Christ']"
arts,"When you think about Dada and the great moments in Modern Art, it's always the sense of when you're not sure that art is most likely to be occurring.","['Great', 'Moments', 'Modern']"
arts,When art dresses in worn-out material it is most easily recognized as art.,"['Dresses', 'Material']"
arts,"Art is always and everywhere the secret confession, and at the same time the immortal movement of its time.","['Time', 'Movement', 'Secret']"
arts,"Parents are usually more careful to bestow knowledge on their children rather than virtue, the art of speaking well rather than doing well; but their manners should be of the greatest concern.","['Knowledge', 'Parents', 'Greatest']"
arts,Mathematics is the art of giving the same name to different things.,"['Giving', 'Name']"
arts,"Art is accusation, expression, passion. Art is a fight to the finish between black charcoal and white paper.","['Passion', 'Fight', 'Black']"
arts,It is a myth that art has to be sold. It is not like stocking a grocery store where people fill a pushcart. Art is a product that has no apparent need. The salesperson builds the need in the mind of the buyer.,"['Product', 'Grocery', 'Myth']"
arts,"There are so many awful things in this world, but I wanted readers to share with me the small, beautiful, enjoyable things. Things like cute clothes, beautiful art and pretty flowers; items that are overflowing with beauty. If you just become obsessed with your own problems, you miss these things. When you discover them, you become happy.","['Beauty', 'Happy', 'Beautiful']"
arts,"Writing stopped being fun when I discovered the difference between good writing and bad and, even more terrifying, the difference between it and true art. And after that, the whip came down.","['Good', 'Fun', 'True']"
arts,Medicine is a science of uncertainty and an art of probability.,"['Science', 'Medicine']"
arts,"What other people may find in poetry or art museums, I find in the flight of a good drive.","['Sports', 'Good', 'Poetry']"
arts,I did study the art of being a barber because I wanted to figure out what my routine would be. Do you start in the front or back? Top or bottom? Swivel the chair or walk around? What I did discover is there's no such thing as the perfect haircut!,"['Start', 'Perfect', 'Walk']"
arts,"Washington, D.C., has everything that Rome, Paris and London have in the way of great architecture - great power bases. Washington has obelisks and pyramids and underground tunnels and great art and a whole shadow world that we really don't see.","['Power', 'Great', 'Shadow']"
arts,"Music is God's gift to man, the only art of Heaven given to earth, the only art of earth we take to Heaven.","['Music', 'God', 'Earth']"
arts,"He who would do good to another must do it in Minute Particulars: general Good is the plea of the scoundrel, hypocrite, and flatterer, for Art and Science cannot exist but in minutely organized Particulars.","['Science', 'Good', 'Hypocrite']"
arts,"Dying is an art, like everything else. I do it exceptionally well. I do it so it feels like hell. I do it so it feels real. I guess you could say I've a call.","['Dying', 'Hell', 'Guess']"
arts,"A secondhand wardrobe hand clothes doesn't make one an artist. Neither do a hair-trigger temper, melancholic nature, propensity for tears, hating your parents, or HIV. I hate to say it - none of these make one an artist. They can help, but just as being gay doesn't make one witty... the only thing that makes one an artist is making art.","['Nature', 'Parents', 'Help']"
arts,"It is the spectator, and not life, that art really mirrors.","['Life', 'Mirrors', 'Spectator']"
"arts,love","I have never denied my background or my culture. I have taught my child to embrace her Mexican heritage, to love my first language, Spanish, to learn about Mexican history, music, folk art, food, and even the Mexican candy I grew up with.","['Music', 'Art', 'Food']"
arts,"It is the function of art to renew our perception. What we are familiar with we cease to see. The writer shakes up the familiar scene, and, as if by magic, we see a new meaning in it.","['Perception', 'Meaning', 'Magic']"
arts,"In France, cooking is a serious art form and a national sport.","['Food', 'Sports', 'Cooking']"
arts,I believe the target of anything in life should be to do it so well that it becomes an art.,"['Life', 'Target', 'Becomes']"
"arts,friendship",I would be willing to do almost anything to make Art happy. I care about our friendship. The only thing I won't do is change the essence of my work.,"['Friendship', 'Change', 'Work']"
arts,Cleanliness is the scourge of art.,['Scourge']
arts,"They say Princes learn no art truly, but the art of horsemanship. The reason is, the brave beast is no flatterer. He will throw a prince as soon as his groom.","['Learn', 'Brave', 'Reason']"
arts,"The artist must create a spark before he can make a fire and before art is born, the artist must be ready to be consumed by the fire of his own creation.","['Fire', 'Creation', 'Artist']"
arts,I was an awful critic. I operated on the assumption that there was an absolute scale of values against which art could be measured. I didn't trust my own subjective responses.,"['Trust', 'Values', 'Against']"
arts,Layer by layer art strips life bare.,"['Life', 'Bare', 'Layer']"
arts,"Real art is basic emotion. If a scene is handled with simplicity - and I don't mean simple - it'll be good, and the public will know it.","['Good', 'Simple', 'Simplicity']"
arts,"There's design, and there's art. Good design is total harmony. There's no better designer than nature - if you look at a branch or a leaf, it's perfect. It's all function. Art is different. It's about emotion. It's about suffering and beauty - but mostly suffering!","['Nature', 'Beauty', 'Good']"
"arts,success",An artist cannot fail; it is a success to be one.,"['Art', 'Artist', 'Fail']"
arts,Performance has to be mainstream art. This is what I'm fighting for.,"['Fighting', 'Mainstream']"
arts,"I feel like skateboarding is as much of a sport as a lifestyle, and an art form, so there's so much that that transcends in terms of music, fashion, and entertainment.","['Music', 'Sports', 'Fashion']"
arts,In visual perception a color is almost never seen as it really is - as it physically is. This fact makes color the most relative medium in art.,"['Color', 'Perception', 'Visual']"
arts,Our best teachers do more than impart facts and figures - they inspire and encourage students and instill a true desire to learn. That's a fine art in itself.,"['Best', 'Inspire', 'Learn']"
arts,"Making art is not the matter of a moment, and nor is making an exhibition; curating follows art.","['Moment', 'Matter', 'Exhibition']"
arts,"I used to stay up all night playing 'Resident Evil 2,' and it wouldn't stop until the sun came up. Then I'd walk outside at dawn's first light, looking at the empty streets of London, and it was like life imitating art. It felt like I'd stepped into an actual zombie apocalypse.","['Life', 'Light', 'Sun']"
arts,"For art to exist, for any sort of aesthetic activity to exist, a certain physiological precondition is indispensable: intoxication.","['Activity', 'Aesthetic', 'Exist']"
arts,Admiration for a quality or an art can be so strong that it deters us from striving to possess it.,"['Quality', 'Strong', 'Striving']"
arts,"Yes, the Bible should be taught in our schools because it is necessary to understand the Bible if we are to truly understand our own culture and how it came to be. The Bible has influenced every part of western culture from our art, music, and history, to our sense of fairness, charity, and business.","['Music', 'Business', 'History']"
arts,"The great art of life is sensation, to feel that we exist, even in pain.","['Life', 'Great', 'Pain']"
arts,"All things are artificial, for nature is the art of God.","['Nature', 'God', 'Artificial']"
arts,"We live in an age when the traditional great subjects - the human form, the landscape, even newer traditions such as abstract expressionism - are daily devalued by commercial art.","['Age', 'Great', 'Daily']"
"arts,hope","Feelings aroused by the touch of someone's hand, the sound of music, the smell of a flower, a beautiful sunset, a work of art, love, laughter, hope and faith - all work on both the unconscious and the conscious aspects of the self, and they have physiological consequences as well.","['Love', 'Work', 'Music']"
arts,"History has remembered the kings and warriors, because they destroyed; art has remembered the people, because they created.","['History', 'Kings', 'Remembered']"
arts,Politics is the art of the possible.,"['Politics', 'Possible']"
arts,"Football is an art, like dancing is an art - but only when it's well done does it become an art.","['Football', 'Dancing']"
arts,"Ballet is an incredibly difficult, beautiful art form that takes a lot of training, a lot of time, and a lot of hard work.","['Work', 'Time', 'Beautiful']"
arts,You wouldn't have the same art on the walls at every restaurant or the same waiter uniforms. Neither should you have the same service style at every restaurant.,"['Service', 'Style', 'Restaurant']"
arts,"Part of what I do and what I want to do is I want to bring art into the everyday life. If you can take ordinary just walking in the street and you're confronted by something, that might change your day - it might inspire you.","['Life', 'Change', 'Inspire']"
arts,"Art is like baby shoes. When you coat them with gold, they can no longer be worn.","['Baby', 'Shoes', 'Gold']"
arts,Reason clears and plants the wilderness of the imagination to harvest the wheat of art.,"['Reason', 'Wilderness', 'Plants']"
arts,"Architecture is basically the design of interiors, the art of organizing interior space.","['Design', 'Space', 'Interior']"
"arts,love","People discuss my art and pretend to understand as if it were necessary to understand, when it's simply necessary to love.","['Art', 'Understand', 'Discuss']"
arts,No art is less spontaneous than mine. What I do is the result of reflection and the study of the great masters.,"['Great', 'Reflection', 'Study']"
"arts,life","Perhaps it's good for one to suffer. Can an artist do anything if he's happy? Would he ever want to do anything? What is art, after all, but a protest against the horrible inclemency of life?","['Art', 'Good', 'Happy']"
arts,"My motivation for being a good drummer was born out of fear, which, in a way, seems so antithetical to what art should be.","['Fear', 'Good', 'Motivation']"
arts,"I think we're much smarter than we were. Everybody knows that abstract art can be art, and most people know that they may not like it, even if they understand there's another purpose to it.","['Purpose', 'Understand']"
arts,"In life, as in art, the beautiful moves in curves.","['Beauty', 'Life', 'Beautiful']"
arts,"Does art have a future? Performance genres like opera, theater, music and dance are thriving all over the world, but the visual arts have been in slow decline for nearly 40 years. No major figure of profound influence has emerged in painting or sculpture since the waning of Pop Art and the birth of Minimalism in the early 1970s.","['Music', 'Future', 'Dance']"
arts,"Art saved me; it got me through my depression and self-loathing, back to a place of innocence.","['Depression', 'Innocence', 'Saved']"
arts,"Movies become art after editing. Instead of just reproducing reality, they juxtapose images of it. That implies expression; that's art.","['Movies', 'Reality', 'Expression']"
arts,"During the Middle Ages they understood that words accompanied by imagery are much more memorable. By making the margins of a book colorful and beautiful, illuminations help make the text unforgettable. It's unfortunate that we've lost the art of illumination.","['Beautiful', 'Book', 'Help']"
arts,"Nature is inside art as its content, not outside as its model.","['Nature', 'Content', 'Inside']"
arts,"Even in literature and art, no man who bothers about originality will ever be original: whereas if you simply try to tell the truth (without caring twopence how often it has been told before) you will, nine times out of ten, become original without ever having noticed it.","['Truth', 'Caring', 'Literature']"
arts,"I have seen many storms in my life. Most storms have caught me by surprise, so I had to learn very quickly to look further and understand that I am not capable of controlling the weather, to exercise the art of patience and to respect the fury of nature.","['Patience', 'Life', 'Nature']"
arts,"To say nothing, especially when speaking, is half the art of diplomacy.","['Communication', 'Half']"
arts,Love isn't an emotion or an instinct - it's an art.,"['Love', 'Emotion', 'Instinct']"
arts,"Every happening, great and small, is a parable whereby God speaks to us, and the art of life is to get the message.","['Life', 'God', 'Great']"
arts,"It is not up to me whether I win or lose. Ultimately, this might not be my day. And it is that philosophy towards sports, something that I really truly live by. I am emotional. I want to win. I am hungry. I am a competitor. I have that fire. But deep down, I truly enjoy the art of competing so much more than the result.","['Sports', 'Deep', 'Fire']"
arts,Politics is the art of choosing between the disastrous and the unpalatable.,"['Politics', 'Choosing']"
arts,Art is a marriage of the conscious and the unconscious.,"['Marriage', 'Conscious']"
arts,"Actually I think Art lies in both directions - the broad strokes, big picture but on the other hand the minute examination of the apparently mundane. Seeing the whole world in a grain of sand, that kind of thing.","['Seeing', 'Sand', 'Hand']"
"arts,friendship","Friendship is unnecessary, like philosophy, like art... It has no survival value; rather it is one of those things that give value to survival.","['Friendship', 'Survival']"
arts,The art of acceptance is the art of making someone who has just done you a small favor wish that he might have done you a greater one.,"['Acceptance', 'Small', 'Wish']"
"arts,love",The art of love is largely the art of persistence.,"['Love', 'Largely']"
arts,The art of teaching is the art of assisting discovery.,"['Teacher', 'Teaching', 'Discovery']"
arts,"History develops, art stands still.","['History', 'Develops', 'Stands']"
"arts,love",Words may be false and full of art; Sighs are the natural language of the heart.,"['Love', 'Heart', 'Language']"
arts,"Jazz music is America's past and its potential, summed up and sanctified and accessible to anybody who learns to listen to, feel, and understand it. The music can connect us to our earlier selves and to our better selves-to-come. It can remind us of where we fit on the time line of human achievement, an ultimate value of art.","['Music', 'Time', 'Past']"
arts,"No art is any good unless you can feel how it's put together. By and large it's the eye, the hand and if it's any good, you feel the body. Most of the best stuff seems to be a complete gesture, the totality of the artist's body; you can really lean on it.","['Best', 'Good', 'Together']"
"arts,success","The art of effective listening is essential to clear communication, and clear communication is necessary to management success.","['Art', 'Listening', 'Management']"
arts,"Art is not what you see, but what you make others see.",['Others']
arts,"What I dream of is an art of balance, of purity and serenity devoid of troubling or depressing subject matter - a soothing, calming influence on the mind, rather like a good armchair which provides relaxation from physical fatigue.","['Good', 'Balance', 'Dream']"
arts,"Art has the power to transform, to illuminate, to educate, inspire and motivate.","['Power', 'Inspire', 'Educate']"
"arts,love","Wherever the art of medicine is loved, there is also a love of humanity.","['Art', 'Humanity', 'Medicine']"
arts,"The art of war is simple enough. Find out where your enemy is. Get at him as soon as you can. Strike him as hard as you can, and keep moving on.","['Moving On', 'War', 'Simple']"
arts,In mathematics the art of proposing a question must be held of higher value than solving it.,"['Value', 'Question', 'Higher']"
arts,Don't you know that every perfect life would mean the end of art?,"['Life', 'Perfect', 'Mean']"
"arts,hope","Professionalism in art has this difficulty: To be professional is to be dependable, to be dependable is to be predictable, and predictability is esthetically boring - an anti-virtue in a field where we hope to be astonished and startled and at some deep level refreshed.","['Hope', 'Deep', 'Boring']"
arts,When hospitality becomes an art it loses its very soul.,"['Soul', 'Becomes', 'Loses']"
arts,Art is man's constant effort to create for himself a different order of reality from that which is given to him.,"['Effort', 'Reality', 'Create']"
arts,"It'll be the Internet and piracy that will kill film. There's a philosophy that the Internet should be free, but the reality is that piracy will destroy the film industry and film as an art form because it's expensive to make a movie. Maybe you'll have funky little independent movies, and it'll go back and then start up again some other way.","['Movies', 'Philosophy', 'Reality']"
arts,"I think art is not an ornament or refinement at the fringes of human intelligence, I think it's at the center. It's at the core.","['Core', 'Center', 'Refinement']"
arts,"The mark of all good art is not that the thing done is done exactly or finely, for machinery may do as much, but that it is worked out with the head and the workman's heart.","['Good', 'Heart', 'Head']"
arts,An art book is a museum without walls.,"['Book', 'Walls', 'Museum']"
arts,"My life is a monument to procrastination, to the art of putting things off until later, or much later, or possibly never.","['Life', 'Later', 'Monument']"
arts,"If my art has nothing to do with people's pain and sorrow, what is 'art' for?","['Pain', 'Sorrow']"
arts,Real artists take the misery and sadness of life and translate it into art.,"['Life', 'Sadness', 'Artists']"
arts,"Well, Art is Art, isn't it? Still, on the other hand, water is water. And east is east and west is west and if you take cranberries and stew them like applesauce they taste much more like prunes than rhubarb does. Now you tell me what you know.","['Water', 'Hand', 'Taste']"
arts,"When thou art above measure angry, bethink thee how momentary is man's life.","['Life', 'Angry', 'Measure']"
"arts,friendship","The beginning of a friendship, the fact that two people out of the thousands around them can meet and connect and become friends, seems like a kind of magic to me. But maintaining a friendship requires work. I don't mean that as a bad thing. Good art requires work as well.","['Friendship', 'Work', 'Good']"
arts,"The art challenges the technology, and the technology inspires the art.","['Technology', 'Challenges']"
arts,A beautiful lady is an accident of nature. A beautiful old lady is a work of art.,"['Work', 'Nature', 'Beautiful']"
arts,"The human soul is hungry for beauty; we seek it everywhere - in landscape, music, art, clothes, furniture, gardening, companionship, love, religion, and in ourselves. No one would desire not to be beautiful. When we experience the beautiful, there is a sense of homecoming.","['Love', 'Music', 'Beauty']"
arts,Art lies by its own artifice.,"['Lies', 'Artifice']"
arts,"I adore art... when I am alone with my notes, my heart pounds and the tears stream from my eyes, and my emotion and my joys are too much to bear.","['Alone', 'Eyes', 'Heart']"
arts,"No matter what is happening in life or in the world - war, natural disaster, poor health, pain, the death of loved ones - if existence is filled with art, music and literature, life will be fulfilling, a joy.","['Life', 'Music', 'Death']"
arts,There hasn't been anything real since grunge. That was the last movement led by music or an art form.,"['Music', 'Movement', 'Last']"
arts,"Whenever we witness art in a building, we are aware of an energy contained by it.","['Architecture', 'Energy']"
arts,"If commercialization is putting my art on a shirt so that a kid who can't afford a $30,000 painting can buy one, then I'm all for it.","['Painting', 'Kid', 'Afford']"
arts,As a composer and as a musician I'm a true believer - and this is not to be overly diplomatic - I'm a believer that there's artistry in everything from a lawn gnome to a desk chair to a symphony to an Andy Warhol painting. There's art in absolutely everything.,"['Painting', 'True', 'Chair']"
arts,Art is man's expression of his joy in labor.,"['Joy', 'Labor', 'Expression']"
arts,The history of art is the history of revivals.,['History']
arts,The beauty one can find in art is one of the pitifully few real and lasting products of human endeavor.,"['Beauty', 'Endeavor', 'Products']"
arts,I don't believe in art. I believe in artists.,['Artists']
arts,"My love of fine art increased - the more of it I saw, the more of it I wanted to see.","['Love', 'Fine', 'Increased']"
arts,"I've never really had a hobby, unless you count art, which the IRS once told me I had to declare as a hobby since I hadn't made money with it.","['Money', 'Hobby', 'Count']"
arts,Art depends on luck and talent.,"['Luck', 'Talent', 'Depends']"
arts,Art is nature speeded up and God slowed down.,"['Nature', 'God']"
arts,Great art is an instant arrested in eternity.,"['Great', 'Eternity', 'Arrested']"
arts,"I realize that protest paintings are not exactly in vogue, but I've done many.","['Realize', 'Protest', 'Vogue']"
arts,Murals in restaurants are on a par with the food in museums.,"['Food', 'Museums', 'Mural']"
arts,"I think of my peace paintings as one long poem, with each painting being a single stanza.","['Peace', 'Painting', 'Single']"
arts,The Japanese have a wonderful sense of design and a refinement in their art. They try to produce beautiful paintings with the minimum number of strokes.,"['Design', 'Beautiful', 'Wonderful']"
arts,"Art is an invention of aesthetics, which in turn is an invention of philosophers... What we call art is a game.","['Game', 'Invention', 'Turn']"
arts,The philistine provides the best definition of art. Anything that makes him rage is first class.,"['Best', 'Class', 'Rage']"
arts,Art is subject to arbitrary fashion.,"['Fashion', 'Arbitrary', 'Subject']"
arts,I'm not gonna give the British Government the joy of keeping taxing me. They don't tax art. And all my cars are just a collection of art.,"['Government', 'Joy', 'Cars']"
arts,"When artists make art, they shouldn't question whether it is permissible to do one thing or another.","['Artists', 'Question', 'Whether']"
arts,"The artist belongs to his work, not the work to the artist.","['Work', 'Artist', 'Belongs']"
arts,Art is magic delivered from the lie of being truth.,"['Truth', 'Lie', 'Magic']"
arts,All great art is born of the metropolis.,"['Great', 'Born', 'Metropolis']"
arts,"In an artwork you're always looking for artistic decisions, so an ashtray is perfect. An ashtray has got life and death.","['Life', 'Death', 'Decisions']"
arts,"An artist carries on throughout his life a mysterious, uninterrupted conversation with his public.","['Life', 'Artist', 'Mysterious']"
arts,Procrastination is the art of keeping up with yesterday.,"['Funny', 'Yesterday']"
"arts,friendship",Sometimes being a friend means mastering the art of timing. There is a time for silence. A time to let go and allow people to hurl themselves into their own destiny. And a time to prepare to pick up the pieces when it's all over.,"['Friendship', 'Time', 'Friend']"
arts,The supreme art of war is to subdue the enemy without fighting.,"['War', 'Fighting', 'Enemy']"
"arts,life","Building art is a synthesis of life in materialised form. We should try to bring in under the same hat not a splintered way of thinking, but all in harmony together.","['Architecture', 'Life', 'Together']"
arts,The human foot is a masterpiece of engineering and a work of art.,"['Work', 'Foot']"
arts,The mother art is architecture. Without an architecture of our own we have no soul of our own civilization.,"['Architecture', 'Mother', 'Soul']"
"arts,love","Wherever the art of medicine is loved, there is also a love of humanity.","['Love', 'Humanity', 'Medicine']"
arts,Originality is the fine art of remembering what you hear but forgetting where you heard it.,"['Funny', 'Hear', 'Forgetting']"
"arts,inspiration","Silent pictures show us how we lived and what our attitudes were. And as an art form, they can be wonderfully entertaining and often inspirational.","['Silent', 'Lived', 'Pictures']"
arts,"Art cannot result from sophisticated, frivolous, or superficial effects.","['Result', 'Effects', 'Cannot']"
arts,"The modern work of art, as I have said, is a symbol.","['Work', 'Modern', 'Symbol']"
arts,Art will never be able to exist without nature.,"['Nature', 'Exist']"
arts,Animation is not the art of drawings that move but the art of movements that are drawn.,"['Animation', 'Move', 'Drawings']"
arts,"I enjoy going out by myself... always have, always will. I don't have security guards, and, for the most part, I enjoy meeting new people. I see myself as a regular guy who likes playing video games with his nieces and nephews and poker with his family. I don't have an art collection or take exotic vacations. I enjoy being at home.","['Family', 'Home', 'Security']"
arts,"Architecture is a visual art, and the buildings speak for themselves.","['Architecture', 'Speak']"
arts,I refuse to confide and don't like it when people write about art.,"['Confide', 'Refuse']"
"arts,life",All the art of living lies in a fine mingling of letting go and holding on.,"['Life', 'Living', 'Fine']"
"arts,success","The art of effective listening is essential to clear communication, and clear communication is necessary to management success.","['Success', 'Listening']"
arts,"The art of leadership is saying no, not saying yes. It is very easy to say yes.","['Leadership', 'Easy', 'Saying']"
arts,"Only in art will the lion lie down with the lamb, and the rose grow without thorn.","['Rose', 'Lie', 'Lion']"
arts,"Were I called on to define, very briefly, the term Art, I should call it 'the reproduction of what the Senses perceive in Nature through the veil of the soul.' The mere imitation, however accurate, of what is in Nature, entitles no man to the sacred name of 'Artist.'","['Nature', 'Soul', 'Artist']"
arts,To injure an opponent is to injure yourself. To control aggression without inflicting injury is the Art of Peace.,"['Peace', 'Control', 'Injury']"
arts,"Those who gave thee a body, furnished it with weakness; but He who gave thee Soul, armed thee with resolution. Employ it, and thou art wise; be wise and thou art happy.","[""New Year's"", 'Happy', 'Wise']"
"arts,friendship",Be true to yourself. Make each day a masterpiece. Help others. Drink deeply from good books. Make friendship a fine art. Build a shelter against a rainy day.,"['Friendship', 'Good', 'Help']"
arts,"What the mass media offers is not popular art, but entertainment which is intended to be consumed like food, forgotten, and replaced by a new dish.","['Food', 'Media', 'Forgotten']"
arts,Diplomacy is the art of saying 'Nice doggie' until you can find a rock.,"['Diplomacy', 'Nice', 'Rock']"
arts,"She had lost the art of conversation but not, unfortunately, the power of speech.","['Power', 'Lost', 'Speech']"
arts,"I wanted to start a revolution, using art to build the sort of society I myself envisioned.","['Society', 'Revolution', 'Start']"
arts,Good management is the art of making problems so interesting and their solutions so constructive that everyone wants to get to work and deal with them.,"['Leadership', 'Work', 'Good']"
arts,Art! Who comprehends her? With whom can one consult concerning this great goddess?,"['Great', 'Goddess', 'Concerning']"
arts,With an apple I will astonish Paris.,"['Apple', 'Paris', 'Astonish']"
arts,Every production of an artist should be the expression of an adventure of his soul.,"['Adventure', 'Soul', 'Artist']"
arts,"I'm afraid that if you look at a thing long enough, it loses all of its meaning.","['Meaning', 'Afraid', 'Loses']"
arts,"I never called my work an 'art'. It's part of show business, the business of building entertainment.","['Work', 'Business', 'Building']"
arts,"You don't take a photograph, you make it.",['Photograph']
arts,"The more horrifying this world becomes, the more art becomes abstract.","['Abstract', 'Becomes']"
arts,Art doesn't transform. It just plain forms.,"['Transform', 'Forms', 'Plain']"
arts,Once an object has been incorporated in a picture it accepts a new destiny.,"['Destiny', 'Picture', 'Accepts']"
"arts,friendship","To want friendship is a great fault. Friendship ought to be a gratuitous joy, like the joys afforded by art or life.","['Life', 'Art', 'Great']"
arts,A guilty conscience needs to confess. A work of art is a confession.,"['Work', 'Guilty', 'Conscience']"
arts,"A good painting to me has always been like a friend. It keeps me company, comforts and inspires.","['Good', 'Friend', 'Painting']"
arts,A writer should write with his eyes and a painter paint with his ears.,"['Eyes', 'Paint', 'Writer']"
arts,Love the art in yourself and not yourself in the art.,['Love']
arts,Painting is by nature a luminous language.,"['Nature', 'Language', 'Painting']"
arts,"Art is a collaboration between God and the artist, and the less the artist does the better.","['God', 'Artist', 'Less']"
arts,Painting is an infinitely minute part of my personality.,"['Painting', 'Minute', 'Infinitely']"
arts,"So vast is art, so narrow human wit.","['Wit', 'Narrow', 'Vast']"
arts,Art is either plagiarism or revolution.,"['Revolution', 'Plagiarism']"
arts,Drawing is like making an expressive gesture with the advantage of permanence.,"['Drawing', 'Advantage', 'Gesture']"
arts,You begin with the possibilities of the material.,"['Begin', 'Material']"
arts,"Painting is easy when you don't know how, but very difficult when you do.","['Painting', 'Difficult', 'Easy']"
arts,An artist is a dreamer consenting to dream of the actual world.,"['Dream', 'Artist', 'Dreamer']"
arts,"If a building becomes architecture, then it is art.","['Building', 'Becomes']"
arts,Lying in bed would be an altogether perfect and supreme experience if only one had a colored pencil long enough to draw on the ceiling.,"['Experience', 'Perfect', 'Lying']"
